Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Regular price,Categories,Tags,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Meta: dimensions,Meta: ean
variable,MU0200,Pantaloni - Vifa,1,0,visible,,<p>Pantaloni scurți sport unisex respirabili cu uscare ușoară din poliester reciclat.<br>· Breathable.<br>· Wicking.</p><p><strong>Compoziție:</strong> 100% poliester interlock reciclat</p><p><br>· Bandă elastică în talie cu șnur interior asortat personalizat cu design de marcă.<br>· Deschideri laterale.<br>· Detaliu cu logo imprimat pe tiv.</p><h4>Dimensiuni</h4><table style='border-collapse:collapse;margin:8px 0'><tr><th style='padding:4px 12px;border:1px solid #ddd;text-align:left'>Mărime</th><th style='padding:4px 12px;border:1px solid #ddd;text-align:left'>Dimensiuni</th></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>XS</td><td style='padding:4px 12px;border:1px solid #ddd'>32 * 41 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>S</td><td style='padding:4px 12px;border:1px solid #ddd'>35 * 42 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>M</td><td style='padding:4px 12px;border:1px solid #ddd'>37 * 44 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>L</td><td style='padding:4px 12px;border:1px solid #ddd'>39 * 46 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>XL</td><td style='padding:4px 12px;border:1px solid #ddd'>42 * 49 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>2XL</td><td style='padding:4px 12px;border:1px solid #ddd'>45 * 52 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>3XL</td><td style='padding:4px 12px;border:1px solid #ddd'>48 * 54 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>4/6</td><td style='padding:4px 12px;border:1px solid #ddd'>25 * 31 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>8/10</td><td style='padding:4px 12px;border:1px solid #ddd'>29 * 38 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>12/14</td><td style='padding:4px 12px;border:1px solid #ddd'>32 * 40 cm</td></tr></table>,taxable,1,0,0,,Pantaloni scurţi,MUSAI,"https://static.musaibrand.com/images/models/0200/model/large/0200_01_1_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_02_1_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_03_1_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_05_1_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_10_1_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_176_1_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_221_1_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_222_1_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_223_1_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_226_1_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_258_1_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_34_1_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_55_1_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_60_1_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_64_1_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_01_2_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_02_2_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_03_2_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_05_2_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_10_2_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_176_2_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_221_2_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_222_2_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_223_2_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_226_2_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_258_2_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_34_2_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_55_2_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_60_2_1.jpg,https://static.musaibrand.com/images/models/0200/model/large/0200_64_2_1.jpg",,0,Size,"XS, S, M, L, XL, 2XL, 3XL, 4/6, 8/10, 12/14",1,1,,Color,"Alb, Negru, Galben, Albastru regal, Sky blue, Fluor turcoaz, Galben fluor, Fluor verde, Fluor portocaliu, Fern Green, Gri deschis, Gum Pink, Albastru marin, ROȘU, Burgundy",1,1,,Gender,Unisex,1,1,,Dimensiuni,"[32cm]·[41cm], [35cm]·[42cm], [37cm]·[44cm], [39cm]·[46cm], [42cm]·[49cm], [45cm]·[52cm], [48cm]·[54cm], [25cm]·[31cm], [29cm]·[38cm], [32cm]·[40cm]",1,0,,,
variation,MU02000001,,1,0,visible,,Dimensiuni: 32 * 41 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0200/model/large/0200_01_2_1.jpg,MU0200,1,Size,XS,,1,,Color,Alb,,1,,,,,,,,,,,,[32cm]·[41cm],8435782508819
variation,MU02000101,,1,0,visible,,Dimensiuni: 35 * 42 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0200/model/large/0200_01_2_1.jpg,MU0200,2,Size,S,,1,,Color,Alb,,1,,,,,,,,,,,,[35cm]·[42cm],8435782508956
variation,MU02000201,,1,0,visible,,Dimensiuni: 37 * 44 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0200/model/large/0200_01_2_1.jpg,MU0200,3,Size,M,,1,,Color,Alb,,1,,,,,,,,,,,,[37cm]·[44cm],8435782509090
variation,MU02000301,,1,0,visible,,Dimensiuni: 39 * 46 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0200/model/large/0200_01_2_1.jpg,MU0200,4,Size,L,,1,,Color,Alb,,1,,,,,,,,,,,,[39cm]·[46cm],8435782509236
variation,MU02000401,,1,0,visible,,Dimensiuni: 42 * 49 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0200/model/large/0200_01_2_1.jpg,MU0200,5,Size,XL,,1,,Color,Alb,,1,,,,,,,,,,,,[42cm]·[49cm],8435782509373
variation,MU02000501,,1,0,visible,,Dimensiuni: 45 * 52 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0200/model/large/0200_01_2_1.jpg,MU0200,6,Size,2XL,,1,,Color,Alb,,1,,,,,,,,,,,,[45cm]·[52cm],8435782509519
variation,MU02000601,,1,0,visible,,Dimensiuni: 48 * 54 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0200/model/large/0200_01_2_1.jpg,MU0200,7,Size,3XL,,1,,Color,Alb,,1,,,,,,,,,,,,[48cm]·[54cm],8435782509656
variation,MU02007501,,1,0,visible,,Dimensiuni: 25 * 31 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0200/model/large/0200_01_2_1.jpg,MU0200,8,Size,4/6,,1,,Color,Alb,,1,,,,,,,,,,,,[25cm]·[31cm],8435782509793
variation,MU02007601,,1,0,visible,,Dimensiuni: 29 * 38 cm,taxable,1,0,0,47.25,,,https://static.musaibrand.com/images/models/0200/model/large/0200_01_2_1.jpg,MU0200,9,Size,8/10,,1,,Color,Alb,,1,,,,,,,,,,,,[29cm]·[38cm],8435782509939
