Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Regular price,Categories,Tags,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Meta: dimensions,Meta: ean
variable,MU0400,Jachetă - Maji,1,0,visible,,"<p>Jachetă tehnică ușoară unisex din material impermeabil la apă, cu glugă opțională ascunsă în zona gâtului. Căptușită cu material tip plasă pe corp și poliester pe mâneci.<br>· Water repellent<br>· Windproof</p><p><strong>Compoziție:</strong> Material exterior: 100% poliester reciclat· Căptușeală interior 100% plasă din poliester· Căptușeală mânecă: 100% tafta poliester</p><p><br>· Apărătoare pentru bărbie<br>· Fermoar frontal inversat cu dispozitiv de închidere personalizat din cauciuc cu design de marcă.<br>· Șnururi elastice cu dispozitiv de reglare în glugă și în partea de jos.<br>· Buzunare laterale cu fermoar și bandă de acoperire inversată.<br>· Acces intern pentru reprocesare în partea din spate și în zona din stânga a pieptului.<br>· Manșete elastice.<br>· Detaliu cu logo imprimat.</p><h4>Dimensiuni</h4><table style='border-collapse:collapse;margin:8px 0'><tr><th style='padding:4px 12px;border:1px solid #ddd;text-align:left'>Mărime</th><th style='padding:4px 12px;border:1px solid #ddd;text-align:left'>Dimensiuni</th></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>XS</td><td style='padding:4px 12px;border:1px solid #ddd'>53 * 71 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>S</td><td style='padding:4px 12px;border:1px solid #ddd'>55 * 73 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>M</td><td style='padding:4px 12px;border:1px solid #ddd'>57 * 75 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>L</td><td style='padding:4px 12px;border:1px solid #ddd'>59 * 77 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>XL</td><td style='padding:4px 12px;border:1px solid #ddd'>63 * 79 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>2XL</td><td style='padding:4px 12px;border:1px solid #ddd'>67 * 81 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>3XL</td><td style='padding:4px 12px;border:1px solid #ddd'>70 * 83 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>4</td><td style='padding:4px 12px;border:1px solid #ddd'>36 * 46 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>6</td><td style='padding:4px 12px;border:1px solid #ddd'>39 * 50 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>8</td><td style='padding:4px 12px;border:1px solid #ddd'>42 * 54 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>10</td><td style='padding:4px 12px;border:1px solid #ddd'>45 * 58 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>12</td><td style='padding:4px 12px;border:1px solid #ddd'>48 * 62 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>14</td><td style='padding:4px 12px;border:1px solid #ddd'>50 * 68 cm</td></tr></table>",taxable,1,0,0,,Jachete,MUSAI,"https://static.musaibrand.com/images/models/0400/model/large/0400_02_1_1.jpg,https://static.musaibrand.com/images/models/0400/model/large/0400_55_1_1.jpg,https://static.musaibrand.com/images/models/0400/model/large/0400_02_2_1.jpg,https://static.musaibrand.com/images/models/0400/model/large/0400_55_2_1.jpg",,0,Size,"XS, S, M, L, XL, 2XL, 3XL, 4, 6, 8, 10, 12, 14",1,1,,Color,"Negru, Albastru marin",1,1,,Gender,Unisex,1,1,,Dimensiuni,"[53cm]·[71cm], [55cm]·[73cm], [57cm]·[75cm], [59cm]·[77cm], [63cm]·[79cm], [67cm]·[81cm], [70cm]·[83cm], [36cm]·[46cm], [39cm]·[50cm], [42cm]·[54cm], [45cm]·[58cm], [48cm]·[62cm], [50cm]·[68cm]",1,0,,,
variation,MU04000002,,1,0,visible,,Dimensiuni: 53 * 71 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0400/model/large/0400_02_2_1.jpg,MU0400,1,Size,XS,,1,,Color,Negru,,1,,,,,,,,,,,,[53cm]·[71cm],8435782523980
variation,MU04000102,,1,0,visible,,Dimensiuni: 55 * 73 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0400/model/large/0400_02_2_1.jpg,MU0400,2,Size,S,,1,,Color,Negru,,1,,,,,,,,,,,,[55cm]·[73cm],8435782524000
variation,MU04000202,,1,0,visible,,Dimensiuni: 57 * 75 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0400/model/large/0400_02_2_1.jpg,MU0400,3,Size,M,,1,,Color,Negru,,1,,,,,,,,,,,,[57cm]·[75cm],8435782524024
variation,MU04000302,,1,0,visible,,Dimensiuni: 59 * 77 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0400/model/large/0400_02_2_1.jpg,MU0400,4,Size,L,,1,,Color,Negru,,1,,,,,,,,,,,,[59cm]·[77cm],8435782524048
variation,MU04000402,,1,0,visible,,Dimensiuni: 63 * 79 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0400/model/large/0400_02_2_1.jpg,MU0400,5,Size,XL,,1,,Color,Negru,,1,,,,,,,,,,,,[63cm]·[79cm],8435782524062
variation,MU04000502,,1,0,visible,,Dimensiuni: 67 * 81 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0400/model/large/0400_02_2_1.jpg,MU0400,6,Size,2XL,,1,,Color,Negru,,1,,,,,,,,,,,,[67cm]·[81cm],8435782524086
variation,MU04000602,,1,0,visible,,Dimensiuni: 70 * 83 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0400/model/large/0400_02_2_1.jpg,MU0400,7,Size,3XL,,1,,Color,Negru,,1,,,,,,,,,,,,[70cm]·[83cm],8435782524109
variation,MU04002202,,1,0,visible,,Dimensiuni: 36 * 46 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0400/model/large/0400_02_2_1.jpg,MU0400,8,Size,4,,1,,Color,Negru,,1,,,,,,,,,,,,[36cm]·[46cm],8435782524123
variation,MU04002402,,1,0,visible,,Dimensiuni: 39 * 50 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0400/model/large/0400_02_2_1.jpg,MU0400,9,Size,6,,1,,Color,Negru,,1,,,,,,,,,,,,[39cm]·[50cm],8435782524147
variation,MU04002502,,1,0,visible,,Dimensiuni: 42 * 54 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0400/model/large/0400_02_2_1.jpg,MU0400,10,Size,8,,1,,Color,Negru,,1,,,,,,,,,,,,[42cm]·[54cm],8435782524161
variation,MU04002602,,1,0,visible,,Dimensiuni: 45 * 58 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0400/model/large/0400_02_2_1.jpg,MU0400,11,Size,10,,1,,Color,Negru,,1,,,,,,,,,,,,[45cm]·[58cm],8435782524185
variation,MU04002702,,1,0,visible,,Dimensiuni: 48 * 62 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0400/model/large/0400_02_2_1.jpg,MU0400,12,Size,12,,1,,Color,Negru,,1,,,,,,,,,,,,[48cm]·[62cm],8435782524208
