Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Regular price,Categories,Tags,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Meta: dimensions,Meta: ean
variable,MU0105-K,Tricou Ishi Copii,1,0,visible,,"<p>Tricou tehnic pentru copii cu mâneci scurte și decolteu în V, confecționat din poliester reciclat.                           <br>· Wicking <br>· Breathable</p><p><strong>Compoziție:</strong> 100% poliester interlock reciclat</p><p><br>· Guler cu decolteu  în V combinat în două culori fără cusături externe. <br>· Acoperire elastică a cusăturii de pe guler.<br>· Detalii vii pe mâneci din același material contrastant.<br>· Finisaje cu cusături plate.<br>· Detaliu cu logo imprimat pe mânecă.</p><h4>Dimensiuni</h4><table style='border-collapse:collapse;margin:8px 0'><tr><th style='padding:4px 12px;border:1px solid #ddd;text-align:left'>Mărime</th><th style='padding:4px 12px;border:1px solid #ddd;text-align:left'>Dimensiuni</th></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>XS</td><td style='padding:4px 12px;border:1px solid #ddd'>47 * 68 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>S</td><td style='padding:4px 12px;border:1px solid #ddd'>50 * 70 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>M</td><td style='padding:4px 12px;border:1px solid #ddd'>53 * 72 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>L</td><td style='padding:4px 12px;border:1px solid #ddd'>56 * 73 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>XL</td><td style='padding:4px 12px;border:1px solid #ddd'>59 * 74 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>2XL</td><td style='padding:4px 12px;border:1px solid #ddd'>62 * 76 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>3XL</td><td style='padding:4px 12px;border:1px solid #ddd'>65 * 79 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>4/6</td><td style='padding:4px 12px;border:1px solid #ddd'>34 * 48 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>8/10</td><td style='padding:4px 12px;border:1px solid #ddd'>40 * 55 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>12/14</td><td style='padding:4px 12px;border:1px solid #ddd'>45 * 63 cm</td></tr></table>",taxable,1,0,0,,Tricouri și tricouri polo,MUSAI,"https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0102_1_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0155_1_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0355_1_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0555_1_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_1055_1_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_17655_1_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_25801_1_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_3455_1_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_5501_1_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_6055_1_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0102_2_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0155_2_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0355_2_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0555_2_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_1055_2_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_17655_2_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_25801_2_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_3455_2_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_5501_2_1.jpg,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_6055_2_1.jpg",,0,Size,"XS, S, M, L, XL, 2XL, 3XL, 4/6, 8/10, 12/14",1,1,,Color,"Alb/negru, Alb/Navy Blue, Galben/Navy Blue, Albastru regal/albastru marin, Albastru deschis/Navy Blue, Turcoaz fluor/Navy Blue, Gri deschis/alb, Roz bubblegum/albastru marin, Alb/marin, Roșu/albastru marin",1,1,,Gender,Unisex,1,1,,Dimensiuni,"[47cm]·[68cm], [50cm]·[70cm], [53cm]·[72cm], [56cm]·[73cm], [59cm]·[74cm], [62cm]·[76cm], [65cm]·[79cm], [34cm]·[48cm], [40cm]·[55cm], [45cm]·[63cm]",1,0,,,
variation,MU0105000102-K,,1,0,visible,,Dimensiuni: 47 * 68 cm,taxable,1,0,0,68.25,,,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0102_2_1.jpg,MU0105-K,1,Size,XS,,1,,Color,Alb/negru,,1,,,,,,,,,,,,[47cm]·[68cm],8435782504514
variation,MU0105010102-K,,1,0,visible,,Dimensiuni: 50 * 70 cm,taxable,1,0,0,68.25,,,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0102_2_1.jpg,MU0105-K,2,Size,S,,1,,Color,Alb/negru,,1,,,,,,,,,,,,[50cm]·[70cm],8435782504613
variation,MU0105020102-K,,1,0,visible,,Dimensiuni: 53 * 72 cm,taxable,1,0,0,68.25,,,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0102_2_1.jpg,MU0105-K,3,Size,M,,1,,Color,Alb/negru,,1,,,,,,,,,,,,[53cm]·[72cm],8435782504712
variation,MU0105030102-K,,1,0,visible,,Dimensiuni: 56 * 73 cm,taxable,1,0,0,68.25,,,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0102_2_1.jpg,MU0105-K,4,Size,L,,1,,Color,Alb/negru,,1,,,,,,,,,,,,[56cm]·[73cm],8435782504811
variation,MU0105040102-K,,1,0,visible,,Dimensiuni: 59 * 74 cm,taxable,1,0,0,68.25,,,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0102_2_1.jpg,MU0105-K,5,Size,XL,,1,,Color,Alb/negru,,1,,,,,,,,,,,,[59cm]·[74cm],8435782504910
variation,MU0105050102-K,,1,0,visible,,Dimensiuni: 62 * 76 cm,taxable,1,0,0,68.25,,,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0102_2_1.jpg,MU0105-K,6,Size,2XL,,1,,Color,Alb/negru,,1,,,,,,,,,,,,[62cm]·[76cm],8435782505016
variation,MU0105060102-K,,1,0,visible,,Dimensiuni: 65 * 79 cm,taxable,1,0,0,68.25,,,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0102_2_1.jpg,MU0105-K,7,Size,3XL,,1,,Color,Alb/negru,,1,,,,,,,,,,,,[65cm]·[79cm],8435782505115
variation,MU0105750102-K,,1,0,visible,,Dimensiuni: 34 * 48 cm,taxable,1,0,0,68.25,,,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0102_2_1.jpg,MU0105-K,8,Size,4/6,,1,,Color,Alb/negru,,1,,,,,,,,,,,,[34cm]·[48cm],8435782505214
variation,MU0105760102-K,,1,0,visible,,Dimensiuni: 40 * 55 cm,taxable,1,0,0,68.25,,,https://static.musaibrand.com/images/models/0105-K/model/large/0105-K_0102_2_1.jpg,MU0105-K,9,Size,8/10,,1,,Color,Alb/negru,,1,,,,,,,,,,,,[40cm]·[55cm],8435782505313
