Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Regular price,Categories,Tags,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Meta: dimensions,Meta: ean
variable,MU0501,Șosete sport înalte - Viatu,1,0,visible,,"<p>Șosete de fotbal unisex, fără talpă, din poliester reciclat, poliamidă și elastan, cu nervuri de ajustare.</p><p><strong>Compoziție:</strong> 92% poliamidă· 8% elastan</p><p><br>· Material elastic.  <br>· Detaliu cu logo Jacquard.</p><h4>Dimensiuni</h4><table style='border-collapse:collapse;margin:8px 0'><tr><th style='padding:4px 12px;border:1px solid #ddd;text-align:left'>Mărime</th><th style='padding:4px 12px;border:1px solid #ddd;text-align:left'>Dimensiuni</th></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>38/41</td><td style='padding:4px 12px;border:1px solid #ddd'>11,5 * 47 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>42/46</td><td style='padding:4px 12px;border:1px solid #ddd'>11,5 * 52 cm</td></tr></table>",taxable,1,0,0,,Accesorii,MUSAI,"https://static.musaibrand.com/images/models/0501/model/large/0501_01_1_1.jpg,https://static.musaibrand.com/images/models/0501/model/large/0501_02_1_1.jpg,https://static.musaibrand.com/images/models/0501/model/large/0501_03_1_1.jpg,https://static.musaibrand.com/images/models/0501/model/large/0501_05_1_1.jpg,https://static.musaibrand.com/images/models/0501/model/large/0501_222_1_1.jpg,https://static.musaibrand.com/images/models/0501/model/large/0501_55_1_1.jpg,https://static.musaibrand.com/images/models/0501/model/large/0501_60_1_1.jpg,https://static.musaibrand.com/images/models/0501/model/large/0501_01_2_1.jpg,https://static.musaibrand.com/images/models/0501/model/large/0501_02_2_1.jpg,https://static.musaibrand.com/images/models/0501/model/large/0501_03_2_1.jpg,https://static.musaibrand.com/images/models/0501/model/large/0501_05_2_1.jpg,https://static.musaibrand.com/images/models/0501/model/large/0501_222_2_1.jpg,https://static.musaibrand.com/images/models/0501/model/large/0501_55_2_1.jpg,https://static.musaibrand.com/images/models/0501/model/large/0501_60_2_1.jpg",,0,Size,"38/41, 42/46",1,1,,Color,"Alb, Negru, Galben, Albastru regal, Fluor verde, Albastru marin, ROȘU",1,1,,Gender,Unisex,1,1,,Dimensiuni,"[11.5cm]·[47cm], [11.5cm]·[52cm]",1,0,,,
variation,MU050113201,,1,0,visible,,"Dimensiuni: 11,5 * 47 cm",taxable,1,0,0,31.5,,,https://static.musaibrand.com/images/models/0501/model/large/0501_01_2_1.jpg,MU0501,1,Size,38/41,,1,,Color,Alb,,1,,,,,,,,,,,,"[11,5cm]·[47cm]",8435782525847
variation,MU050113301,,1,0,visible,,"Dimensiuni: 11,5 * 52 cm",taxable,1,0,0,31.5,,,https://static.musaibrand.com/images/models/0501/model/large/0501_01_2_1.jpg,MU0501,2,Size,42/46,,1,,Color,Alb,,1,,,,,,,,,,,,"[11,5cm]·[52cm]",8435782525915
variation,MU050113202,,1,0,visible,,"Dimensiuni: 11,5 * 47 cm",taxable,1,0,0,31.5,,,https://static.musaibrand.com/images/models/0501/model/large/0501_02_2_1.jpg,MU0501,3,Size,38/41,,1,,Color,Negru,,1,,,,,,,,,,,,"[11,5cm]·[47cm]",8435782525854
variation,MU050113302,,1,0,visible,,"Dimensiuni: 11,5 * 52 cm",taxable,1,0,0,31.5,,,https://static.musaibrand.com/images/models/0501/model/large/0501_02_2_1.jpg,MU0501,4,Size,42/46,,1,,Color,Negru,,1,,,,,,,,,,,,"[11,5cm]·[52cm]",8435782525922
variation,MU050113203,,1,0,visible,,"Dimensiuni: 11,5 * 47 cm",taxable,1,0,0,31.5,,,https://static.musaibrand.com/images/models/0501/model/large/0501_03_2_1.jpg,MU0501,5,Size,38/41,,1,,Color,Galben,,1,,,,,,,,,,,,"[11,5cm]·[47cm]",8435782525861
variation,MU050113303,,1,0,visible,,"Dimensiuni: 11,5 * 52 cm",taxable,1,0,0,31.5,,,https://static.musaibrand.com/images/models/0501/model/large/0501_03_2_1.jpg,MU0501,6,Size,42/46,,1,,Color,Galben,,1,,,,,,,,,,,,"[11,5cm]·[52cm]",8435782525939
variation,MU050113205,,1,0,visible,,"Dimensiuni: 11,5 * 47 cm",taxable,1,0,0,31.5,,,https://static.musaibrand.com/images/models/0501/model/large/0501_05_2_1.jpg,MU0501,7,Size,38/41,,1,,Color,Albastru regal,,1,,,,,,,,,,,,"[11,5cm]·[47cm]",8435782525878
variation,MU050113305,,1,0,visible,,"Dimensiuni: 11,5 * 52 cm",taxable,1,0,0,31.5,,,https://static.musaibrand.com/images/models/0501/model/large/0501_05_2_1.jpg,MU0501,8,Size,42/46,,1,,Color,Albastru regal,,1,,,,,,,,,,,,"[11,5cm]·[52cm]",8435782525946
variation,MU0501132222,,1,0,visible,,"Dimensiuni: 11,5 * 47 cm",taxable,1,0,0,31.5,,,https://static.musaibrand.com/images/models/0501/model/large/0501_222_2_1.jpg,MU0501,9,Size,38/41,,1,,Color,Fluor verde,,1,,,,,,,,,,,,"[11,5cm]·[47cm]",8435782525885
variation,MU0501133222,,1,0,visible,,"Dimensiuni: 11,5 * 52 cm",taxable,1,0,0,31.5,,,https://static.musaibrand.com/images/models/0501/model/large/0501_222_2_1.jpg,MU0501,10,Size,42/46,,1,,Color,Fluor verde,,1,,,,,,,,,,,,"[11,5cm]·[52cm]",8435782525953
variation,MU050113255,,1,0,visible,,"Dimensiuni: 11,5 * 47 cm",taxable,1,0,0,31.5,,,https://static.musaibrand.com/images/models/0501/model/large/0501_55_2_1.jpg,MU0501,11,Size,38/41,,1,,Color,Albastru marin,,1,,,,,,,,,,,,"[11,5cm]·[47cm]",8435782525892
variation,MU050113355,,1,0,visible,,"Dimensiuni: 11,5 * 52 cm",taxable,1,0,0,31.5,,,https://static.musaibrand.com/images/models/0501/model/large/0501_55_2_1.jpg,MU0501,12,Size,42/46,,1,,Color,Albastru marin,,1,,,,,,,,,,,,"[11,5cm]·[52cm]",8435782525960
variation,MU050113260,,1,0,visible,,"Dimensiuni: 11,5 * 47 cm",taxable,1,0,0,31.5,,,https://static.musaibrand.com/images/models/0501/model/large/0501_60_2_1.jpg,MU0501,13,Size,38/41,,1,,Color,ROȘU,,1,,,,,,,,,,,,"[11,5cm]·[47cm]",8435782525908
variation,MU050113360,,1,0,visible,,"Dimensiuni: 11,5 * 52 cm",taxable,1,0,0,31.5,,,https://static.musaibrand.com/images/models/0501/model/large/0501_60_2_1.jpg,MU0501,14,Size,42/46,,1,,Color,ROȘU,,1,,,,,,,,,,,,"[11,5cm]·[52cm]",8435782525977
variable,MU0502,Șosete Fupi - Pack 3,1,0,visible,,"<p>Șosete unisex din bumbac și elastan cu margine cu nervuri. <br>· Cushion</p><p><strong>Compoziție:</strong> 75% bumbac· 20% poliester· 5% elastan</p><p><br>· Material elastic.  <br>· Talpă din material respirabil și căptușit.<br>· Fără cusături la vârfuri.<br>· Manșetă medie de 17 cm din material rib.<br>· Detaliu cu logo jacquard față.<br>· Pack 3 unități.</p><h4>Dimensiuni</h4><table style='border-collapse:collapse;margin:8px 0'><tr><th style='padding:4px 12px;border:1px solid #ddd;text-align:left'>Mărime</th><th style='padding:4px 12px;border:1px solid #ddd;text-align:left'>Dimensiuni</th></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>29/33</td><td style='padding:4px 12px;border:1px solid #ddd'>14 * 16 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>34/37</td><td style='padding:4px 12px;border:1px solid #ddd'>17 * 18,5 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>38/41</td><td style='padding:4px 12px;border:1px solid #ddd'>20 * 21 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>42/46</td><td style='padding:4px 12px;border:1px solid #ddd'>23 * 23,5 cm</td></tr></table>",taxable,1,0,0,,Accesorii,MUSAI,"https://static.musaibrand.com/images/models/0502/model/large/0502_01_1_1.jpg,https://static.musaibrand.com/images/models/0502/model/large/0502_02_1_1.jpg,https://static.musaibrand.com/images/models/0502/model/large/0502_55_1_1.jpg,https://static.musaibrand.com/images/models/0502/model/large/0502_01_2_1.jpg,https://static.musaibrand.com/images/models/0502/model/large/0502_02_2_1.jpg,https://static.musaibrand.com/images/models/0502/model/large/0502_55_2_1.jpg",,0,Size,"29/33, 34/37, 38/41, 42/46",1,1,,Color,"Alb, Negru, Albastru marin",1,1,,Gender,Unisex,1,1,,Dimensiuni,"[14cm]·[16cm], [17cm]·[18.5cm], [20cm]·[21cm], [23cm]·[23.5cm]",1,0,,,
