Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Regular price,Categories,Tags,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Meta: dimensions,Meta: ean
variable,MU0306-K,Hanorac Mawi Copii,1,0,visible,,"<p>Hanorac tehnic pentru copii cu fermoar până la jumătate, mâneci raglan și guler mediu, realizat din poliester piqué reciclat, cu căptușeală moale periată.</p><p><strong>Compoziție:</strong> 100% poliester pique reciclat</p><p><br>· Partea frontală a gulerului integrată în față într-o singură bucată; jumătate din partea din spate cu nervuri 1x1.<br>· Acoperire elastică a cusăturii la guler.<br>· Clapetă interioară și apărătoare de bărbie pe toată lungimea.<br>· Fermoar personalizat cu imagine marcă.<br>· Buzunare laterale mari cu fermoar și bandă de acoperire.<br>· Detaliu cu logo brodat pe piept.</p><h4>Dimensiuni</h4><table style='border-collapse:collapse;margin:8px 0'><tr><th style='padding:4px 12px;border:1px solid #ddd;text-align:left'>Mărime</th><th style='padding:4px 12px;border:1px solid #ddd;text-align:left'>Dimensiuni</th></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>XS</td><td style='padding:4px 12px;border:1px solid #ddd'>54 * 67 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>S</td><td style='padding:4px 12px;border:1px solid #ddd'>56 * 68,5 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>M</td><td style='padding:4px 12px;border:1px solid #ddd'>58 * 70 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>L</td><td style='padding:4px 12px;border:1px solid #ddd'>60 * 72 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>XL</td><td style='padding:4px 12px;border:1px solid #ddd'>63 * 73 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>2XL</td><td style='padding:4px 12px;border:1px solid #ddd'>66 * 75 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>3XL</td><td style='padding:4px 12px;border:1px solid #ddd'>69 * 76 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>4</td><td style='padding:4px 12px;border:1px solid #ddd'>37 * 44 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>6</td><td style='padding:4px 12px;border:1px solid #ddd'>40 * 48 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>8</td><td style='padding:4px 12px;border:1px solid #ddd'>43 * 50 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>10</td><td style='padding:4px 12px;border:1px solid #ddd'>45 * 56 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>12</td><td style='padding:4px 12px;border:1px solid #ddd'>47 * 49 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>14</td><td style='padding:4px 12px;border:1px solid #ddd'>49 * 64 cm</td></tr></table>",taxable,1,0,0,,Hanorace,MUSAI,"https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_01_1_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_02_1_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_03_1_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_05_1_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_10_1_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_176_1_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_221_1_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_222_1_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_223_1_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_226_1_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_258_1_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_55_1_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_60_1_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_64_1_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_01_2_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_02_2_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_03_2_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_05_2_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_10_2_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_176_2_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_221_2_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_222_2_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_223_2_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_226_2_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_258_2_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_55_2_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_60_2_1.jpg,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_64_2_1.jpg",,0,Size,"XS, S, M, L, XL, 2XL, 3XL, 4, 6, 8, 10, 12, 14",1,1,,Color,"Alb, Negru, Galben, Albastru regal, Sky blue, Fluor turcoaz, Galben fluor, Fluor verde, Fluor portocaliu, Fern Green, Gri deschis, Albastru marin, ROȘU, Burgundy",1,1,,Gender,Unisex,1,1,,Dimensiuni,"[54cm]·[67cm], [56cm]·[68.5cm], [58cm]·[70cm], [60cm]·[72cm], [63cm]·[73cm], [66cm]·[75cm], [69cm]·[76cm], [37cm]·[44cm], [40cm]·[48cm], [43cm]·[50cm], [45cm]·[56cm], [47cm]·[49cm], [49cm]·[64cm]",1,0,,,
variation,MU03060001-K,,1,0,visible,,Dimensiuni: 54 * 67 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_01_2_1.jpg,MU0306-K,1,Size,XS,,1,,Color,Alb,,1,,,,,,,,,,,,[54cm]·[67cm],8435782518757
variation,MU03060101-K,,1,0,visible,,"Dimensiuni: 56 * 68,5 cm",taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_01_2_1.jpg,MU0306-K,2,Size,S,,1,,Color,Alb,,1,,,,,,,,,,,,"[56cm]·[68,5cm]",8435782518887
variation,MU03060201-K,,1,0,visible,,Dimensiuni: 58 * 70 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_01_2_1.jpg,MU0306-K,3,Size,M,,1,,Color,Alb,,1,,,,,,,,,,,,[58cm]·[70cm],8435782519013
variation,MU03060301-K,,1,0,visible,,Dimensiuni: 60 * 72 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_01_2_1.jpg,MU0306-K,4,Size,L,,1,,Color,Alb,,1,,,,,,,,,,,,[60cm]·[72cm],8435782519143
variation,MU03060401-K,,1,0,visible,,Dimensiuni: 63 * 73 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_01_2_1.jpg,MU0306-K,5,Size,XL,,1,,Color,Alb,,1,,,,,,,,,,,,[63cm]·[73cm],8435782519273
variation,MU03060501-K,,1,0,visible,,Dimensiuni: 66 * 75 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_01_2_1.jpg,MU0306-K,6,Size,2XL,,1,,Color,Alb,,1,,,,,,,,,,,,[66cm]·[75cm],8435782519402
variation,MU03060601-K,,1,0,visible,,Dimensiuni: 69 * 76 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_01_2_1.jpg,MU0306-K,7,Size,3XL,,1,,Color,Alb,,1,,,,,,,,,,,,[69cm]·[76cm],8435782519532
variation,MU03062201-K,,1,0,visible,,Dimensiuni: 37 * 44 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_01_2_1.jpg,MU0306-K,8,Size,4,,1,,Color,Alb,,1,,,,,,,,,,,,[37cm]·[44cm],8435782519662
variation,MU03062401-K,,1,0,visible,,Dimensiuni: 40 * 48 cm,taxable,1,0,0,99.75,,,https://static.musaibrand.com/images/models/0306-K/model/large/0306-K_01_2_1.jpg,MU0306-K,9,Size,6,,1,,Color,Alb,,1,,,,,,,,,,,,[40cm]·[48cm],8435782519792
