Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Regular price,Categories,Tags,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Meta: dimensions,Meta: ean
variable,MU0301,Jachetă - Mawi Femeie,1,0,visible,,"<p>Jachetă tehnică pentru femei cu mâneci raglan și guler mediu, realizată din poliester piqué reciclat, cu căptușeală moale periată.</p><p><strong>Compoziție:</strong> 100% poliester pique reciclat</p><p><br>· Partea frontală a gulerului integrată în față într-o singură bucată; jumătate din partea din spate cu nervuri 1x1.<br>· Acoperire elastică a cusăturii la guler.<br>· Clapetă interioară și apărătoare de bărbie pe toată lungimea.<br>· Fermoar personalizat cu imagine marcă.<br>· Buzunare laterale mari cu fermoar și bandă de acoperire.<br>· Detaliu cu logo brodat pe piept.</p><h4>Dimensiuni</h4><table style='border-collapse:collapse;margin:8px 0'><tr><th style='padding:4px 12px;border:1px solid #ddd;text-align:left'>Mărime</th><th style='padding:4px 12px;border:1px solid #ddd;text-align:left'>Dimensiuni</th></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>XS</td><td style='padding:4px 12px;border:1px solid #ddd'>46 * 63 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>S</td><td style='padding:4px 12px;border:1px solid #ddd'>48 * 64 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>M</td><td style='padding:4px 12px;border:1px solid #ddd'>50 * 65 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>L</td><td style='padding:4px 12px;border:1px solid #ddd'>54 * 66 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>XL</td><td style='padding:4px 12px;border:1px solid #ddd'>58 * 62 cm</td></tr><tr><td style='padding:4px 12px;border:1px solid #ddd'>2XL</td><td style='padding:4px 12px;border:1px solid #ddd'>62 * 68 cm</td></tr></table>",taxable,1,0,0,,Jachete,MUSAI,"https://static.musaibrand.com/images/models/0301/model/large/0301_01_1_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_02_1_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_03_1_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_05_1_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_10_1_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_176_1_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_258_1_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_34_1_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_55_1_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_60_1_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_64_1_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_01_2_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_02_2_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_03_2_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_05_2_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_10_2_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_176_2_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_258_2_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_34_2_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_55_2_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_60_2_1.jpg,https://static.musaibrand.com/images/models/0301/model/large/0301_64_2_1.jpg",,0,Size,"XS, S, M, L, XL, 2XL",1,1,,Color,"Alb, Negru, Galben, Albastru regal, Sky blue, Fluor turcoaz, Gri deschis, Gum Pink, Albastru marin, ROȘU, Burgundy",1,1,,Gender,Femeie,1,1,,Dimensiuni,"[46cm]·[63cm], [48cm]·[64cm], [50cm]·[65cm], [54cm]·[66cm], [58cm]·[62cm], [62cm]·[68cm]",1,0,,,
variation,MU03010001,,1,0,visible,,Dimensiuni: 46 * 63 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_01_2_1.jpg,MU0301,1,Size,XS,,1,,Color,Alb,,1,,,,,,,,,,,,[46cm]·[63cm],8435782514407
variation,MU03010101,,1,0,visible,,Dimensiuni: 48 * 64 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_01_2_1.jpg,MU0301,2,Size,S,,1,,Color,Alb,,1,,,,,,,,,,,,[48cm]·[64cm],8435782514513
variation,MU03010201,,1,0,visible,,Dimensiuni: 50 * 65 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_01_2_1.jpg,MU0301,3,Size,M,,1,,Color,Alb,,1,,,,,,,,,,,,[50cm]·[65cm],8435782514629
variation,MU03010301,,1,0,visible,,Dimensiuni: 54 * 66 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_01_2_1.jpg,MU0301,4,Size,L,,1,,Color,Alb,,1,,,,,,,,,,,,[54cm]·[66cm],8435782514735
variation,MU03010401,,1,0,visible,,Dimensiuni: 58 * 62 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_01_2_1.jpg,MU0301,5,Size,XL,,1,,Color,Alb,,1,,,,,,,,,,,,[58cm]·[62cm],8435782514841
variation,MU03010501,,1,0,visible,,Dimensiuni: 62 * 68 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_01_2_1.jpg,MU0301,6,Size,2XL,,1,,Color,Alb,,1,,,,,,,,,,,,[62cm]·[68cm],8435782514957
variation,MU03010002,,1,0,visible,,Dimensiuni: 46 * 63 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_02_2_1.jpg,MU0301,7,Size,XS,,1,,Color,Negru,,1,,,,,,,,,,,,[46cm]·[63cm],8435782514414
variation,MU03010102,,1,0,visible,,Dimensiuni: 48 * 64 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_02_2_1.jpg,MU0301,8,Size,S,,1,,Color,Negru,,1,,,,,,,,,,,,[48cm]·[64cm],8435782514520
variation,MU03010202,,1,0,visible,,Dimensiuni: 50 * 65 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_02_2_1.jpg,MU0301,9,Size,M,,1,,Color,Negru,,1,,,,,,,,,,,,[50cm]·[65cm],8435782514636
variation,MU03010302,,1,0,visible,,Dimensiuni: 54 * 66 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_02_2_1.jpg,MU0301,10,Size,L,,1,,Color,Negru,,1,,,,,,,,,,,,[54cm]·[66cm],8435782514742
variation,MU03010402,,1,0,visible,,Dimensiuni: 58 * 62 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_02_2_1.jpg,MU0301,11,Size,XL,,1,,Color,Negru,,1,,,,,,,,,,,,[58cm]·[62cm],8435782514858
variation,MU03010502,,1,0,visible,,Dimensiuni: 62 * 68 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_02_2_1.jpg,MU0301,12,Size,2XL,,1,,Color,Negru,,1,,,,,,,,,,,,[62cm]·[68cm],8435782514964
variation,MU03010003,,1,0,visible,,Dimensiuni: 46 * 63 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_03_2_1.jpg,MU0301,13,Size,XS,,1,,Color,Galben,,1,,,,,,,,,,,,[46cm]·[63cm],8435782514421
variation,MU03010103,,1,0,visible,,Dimensiuni: 48 * 64 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_03_2_1.jpg,MU0301,14,Size,S,,1,,Color,Galben,,1,,,,,,,,,,,,[48cm]·[64cm],8435782514537
variation,MU03010203,,1,0,visible,,Dimensiuni: 50 * 65 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_03_2_1.jpg,MU0301,15,Size,M,,1,,Color,Galben,,1,,,,,,,,,,,,[50cm]·[65cm],8435782514643
variation,MU03010303,,1,0,visible,,Dimensiuni: 54 * 66 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_03_2_1.jpg,MU0301,16,Size,L,,1,,Color,Galben,,1,,,,,,,,,,,,[54cm]·[66cm],8435782514759
variation,MU03010403,,1,0,visible,,Dimensiuni: 58 * 62 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_03_2_1.jpg,MU0301,17,Size,XL,,1,,Color,Galben,,1,,,,,,,,,,,,[58cm]·[62cm],8435782514865
variation,MU03010503,,1,0,visible,,Dimensiuni: 62 * 68 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_03_2_1.jpg,MU0301,18,Size,2XL,,1,,Color,Galben,,1,,,,,,,,,,,,[62cm]·[68cm],8435782514971
variation,MU03010005,,1,0,visible,,Dimensiuni: 46 * 63 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_05_2_1.jpg,MU0301,19,Size,XS,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[46cm]·[63cm],8435782514438
variation,MU03010105,,1,0,visible,,Dimensiuni: 48 * 64 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_05_2_1.jpg,MU0301,20,Size,S,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[48cm]·[64cm],8435782514544
variation,MU03010205,,1,0,visible,,Dimensiuni: 50 * 65 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_05_2_1.jpg,MU0301,21,Size,M,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[50cm]·[65cm],8435782514650
variation,MU03010305,,1,0,visible,,Dimensiuni: 54 * 66 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_05_2_1.jpg,MU0301,22,Size,L,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[54cm]·[66cm],8435782514766
variation,MU03010405,,1,0,visible,,Dimensiuni: 58 * 62 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_05_2_1.jpg,MU0301,23,Size,XL,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[58cm]·[62cm],8435782514872
variation,MU03010505,,1,0,visible,,Dimensiuni: 62 * 68 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_05_2_1.jpg,MU0301,24,Size,2XL,,1,,Color,Albastru regal,,1,,,,,,,,,,,,[62cm]·[68cm],8435782514988
variation,MU03010010,,1,0,visible,,Dimensiuni: 46 * 63 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_10_2_1.jpg,MU0301,25,Size,XS,,1,,Color,Sky blue,,1,,,,,,,,,,,,[46cm]·[63cm],8435782514445
variation,MU03010110,,1,0,visible,,Dimensiuni: 48 * 64 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_10_2_1.jpg,MU0301,26,Size,S,,1,,Color,Sky blue,,1,,,,,,,,,,,,[48cm]·[64cm],8435782514551
variation,MU03010210,,1,0,visible,,Dimensiuni: 50 * 65 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_10_2_1.jpg,MU0301,27,Size,M,,1,,Color,Sky blue,,1,,,,,,,,,,,,[50cm]·[65cm],8435782514667
variation,MU03010310,,1,0,visible,,Dimensiuni: 54 * 66 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_10_2_1.jpg,MU0301,28,Size,L,,1,,Color,Sky blue,,1,,,,,,,,,,,,[54cm]·[66cm],8435782514773
variation,MU03010410,,1,0,visible,,Dimensiuni: 58 * 62 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_10_2_1.jpg,MU0301,29,Size,XL,,1,,Color,Sky blue,,1,,,,,,,,,,,,[58cm]·[62cm],8435782514889
variation,MU03010510,,1,0,visible,,Dimensiuni: 62 * 68 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_10_2_1.jpg,MU0301,30,Size,2XL,,1,,Color,Sky blue,,1,,,,,,,,,,,,[62cm]·[68cm],8435782514995
variation,MU030100176,,1,0,visible,,Dimensiuni: 46 * 63 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_176_2_1.jpg,MU0301,31,Size,XS,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[46cm]·[63cm],8435782514452
variation,MU030101176,,1,0,visible,,Dimensiuni: 48 * 64 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_176_2_1.jpg,MU0301,32,Size,S,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[48cm]·[64cm],8435782514568
variation,MU030102176,,1,0,visible,,Dimensiuni: 50 * 65 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_176_2_1.jpg,MU0301,33,Size,M,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[50cm]·[65cm],8435782514674
variation,MU030103176,,1,0,visible,,Dimensiuni: 54 * 66 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_176_2_1.jpg,MU0301,34,Size,L,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[54cm]·[66cm],8435782514780
variation,MU030104176,,1,0,visible,,Dimensiuni: 58 * 62 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_176_2_1.jpg,MU0301,35,Size,XL,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[58cm]·[62cm],8435782514896
variation,MU030105176,,1,0,visible,,Dimensiuni: 62 * 68 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_176_2_1.jpg,MU0301,36,Size,2XL,,1,,Color,Fluor turcoaz,,1,,,,,,,,,,,,[62cm]·[68cm],8435782515008
variation,MU030100258,,1,0,visible,,Dimensiuni: 46 * 63 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_258_2_1.jpg,MU0301,37,Size,XS,,1,,Color,Gri deschis,,1,,,,,,,,,,,,[46cm]·[63cm],8435782514469
variation,MU030101258,,1,0,visible,,Dimensiuni: 48 * 64 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_258_2_1.jpg,MU0301,38,Size,S,,1,,Color,Gri deschis,,1,,,,,,,,,,,,[48cm]·[64cm],8435782514575
variation,MU030102258,,1,0,visible,,Dimensiuni: 50 * 65 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_258_2_1.jpg,MU0301,39,Size,M,,1,,Color,Gri deschis,,1,,,,,,,,,,,,[50cm]·[65cm],8435782514681
variation,MU030103258,,1,0,visible,,Dimensiuni: 54 * 66 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_258_2_1.jpg,MU0301,40,Size,L,,1,,Color,Gri deschis,,1,,,,,,,,,,,,[54cm]·[66cm],8435782514797
variation,MU030104258,,1,0,visible,,Dimensiuni: 58 * 62 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_258_2_1.jpg,MU0301,41,Size,XL,,1,,Color,Gri deschis,,1,,,,,,,,,,,,[58cm]·[62cm],8435782514902
variation,MU030105258,,1,0,visible,,Dimensiuni: 62 * 68 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_258_2_1.jpg,MU0301,42,Size,2XL,,1,,Color,Gri deschis,,1,,,,,,,,,,,,[62cm]·[68cm],8435782515015
variation,MU03010034,,1,0,visible,,Dimensiuni: 46 * 63 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_34_2_1.jpg,MU0301,43,Size,XS,,1,,Color,Gum Pink,,1,,,,,,,,,,,,[46cm]·[63cm],8435782514476
variation,MU03010134,,1,0,visible,,Dimensiuni: 48 * 64 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_34_2_1.jpg,MU0301,44,Size,S,,1,,Color,Gum Pink,,1,,,,,,,,,,,,[48cm]·[64cm],8435782514582
variation,MU03010234,,1,0,visible,,Dimensiuni: 50 * 65 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_34_2_1.jpg,MU0301,45,Size,M,,1,,Color,Gum Pink,,1,,,,,,,,,,,,[50cm]·[65cm],8435782514698
variation,MU03010334,,1,0,visible,,Dimensiuni: 54 * 66 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_34_2_1.jpg,MU0301,46,Size,L,,1,,Color,Gum Pink,,1,,,,,,,,,,,,[54cm]·[66cm],8435782514803
variation,MU03010434,,1,0,visible,,Dimensiuni: 58 * 62 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_34_2_1.jpg,MU0301,47,Size,XL,,1,,Color,Gum Pink,,1,,,,,,,,,,,,[58cm]·[62cm],8435782514919
variation,MU03010534,,1,0,visible,,Dimensiuni: 62 * 68 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_34_2_1.jpg,MU0301,48,Size,2XL,,1,,Color,Gum Pink,,1,,,,,,,,,,,,[62cm]·[68cm],8435782515022
variation,MU03010055,,1,0,visible,,Dimensiuni: 46 * 63 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_55_2_1.jpg,MU0301,49,Size,XS,,1,,Color,Albastru marin,,1,,,,,,,,,,,,[46cm]·[63cm],8435782514483
variation,MU03010155,,1,0,visible,,Dimensiuni: 48 * 64 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_55_2_1.jpg,MU0301,50,Size,S,,1,,Color,Albastru marin,,1,,,,,,,,,,,,[48cm]·[64cm],8435782514599
variation,MU03010255,,1,0,visible,,Dimensiuni: 50 * 65 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_55_2_1.jpg,MU0301,51,Size,M,,1,,Color,Albastru marin,,1,,,,,,,,,,,,[50cm]·[65cm],8435782514704
variation,MU03010355,,1,0,visible,,Dimensiuni: 54 * 66 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_55_2_1.jpg,MU0301,52,Size,L,,1,,Color,Albastru marin,,1,,,,,,,,,,,,[54cm]·[66cm],8435782514810
variation,MU03010455,,1,0,visible,,Dimensiuni: 58 * 62 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_55_2_1.jpg,MU0301,53,Size,XL,,1,,Color,Albastru marin,,1,,,,,,,,,,,,[58cm]·[62cm],8435782514926
variation,MU03010555,,1,0,visible,,Dimensiuni: 62 * 68 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_55_2_1.jpg,MU0301,54,Size,2XL,,1,,Color,Albastru marin,,1,,,,,,,,,,,,[62cm]·[68cm],8435782515039
variation,MU03010060,,1,0,visible,,Dimensiuni: 46 * 63 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_60_2_1.jpg,MU0301,55,Size,XS,,1,,Color,ROȘU,,1,,,,,,,,,,,,[46cm]·[63cm],8435782514490
variation,MU03010160,,1,0,visible,,Dimensiuni: 48 * 64 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_60_2_1.jpg,MU0301,56,Size,S,,1,,Color,ROȘU,,1,,,,,,,,,,,,[48cm]·[64cm],8435782514605
variation,MU03010260,,1,0,visible,,Dimensiuni: 50 * 65 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_60_2_1.jpg,MU0301,57,Size,M,,1,,Color,ROȘU,,1,,,,,,,,,,,,[50cm]·[65cm],8435782514711
variation,MU03010360,,1,0,visible,,Dimensiuni: 54 * 66 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_60_2_1.jpg,MU0301,58,Size,L,,1,,Color,ROȘU,,1,,,,,,,,,,,,[54cm]·[66cm],8435782514827
variation,MU03010460,,1,0,visible,,Dimensiuni: 58 * 62 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_60_2_1.jpg,MU0301,59,Size,XL,,1,,Color,ROȘU,,1,,,,,,,,,,,,[58cm]·[62cm],8435782514933
variation,MU03010560,,1,0,visible,,Dimensiuni: 62 * 68 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_60_2_1.jpg,MU0301,60,Size,2XL,,1,,Color,ROȘU,,1,,,,,,,,,,,,[62cm]·[68cm],8435782515046
variation,MU03010064,,1,0,visible,,Dimensiuni: 46 * 63 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_64_2_1.jpg,MU0301,61,Size,XS,,1,,Color,Burgundy,,1,,,,,,,,,,,,[46cm]·[63cm],8435782514506
variation,MU03010164,,1,0,visible,,Dimensiuni: 48 * 64 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_64_2_1.jpg,MU0301,62,Size,S,,1,,Color,Burgundy,,1,,,,,,,,,,,,[48cm]·[64cm],8435782514612
variation,MU03010264,,1,0,visible,,Dimensiuni: 50 * 65 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_64_2_1.jpg,MU0301,63,Size,M,,1,,Color,Burgundy,,1,,,,,,,,,,,,[50cm]·[65cm],8435782514728
variation,MU03010364,,1,0,visible,,Dimensiuni: 54 * 66 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_64_2_1.jpg,MU0301,64,Size,L,,1,,Color,Burgundy,,1,,,,,,,,,,,,[54cm]·[66cm],8435782514834
variation,MU03010464,,1,0,visible,,Dimensiuni: 58 * 62 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_64_2_1.jpg,MU0301,65,Size,XL,,1,,Color,Burgundy,,1,,,,,,,,,,,,[58cm]·[62cm],8435782514940
variation,MU03010564,,1,0,visible,,Dimensiuni: 62 * 68 cm,taxable,1,0,0,105,,,https://static.musaibrand.com/images/models/0301/model/large/0301_64_2_1.jpg,MU0301,66,Size,2XL,,1,,Color,Burgundy,,1,,,,,,,,,,,,[62cm]·[68cm],8435782515053
